day,coefficient_name,coefficient_value,rep_var,target,replicate,temperature,nutrients,composition,theta,sample_ID
55.72,∂L/∂C,0.7264676591697804,CDLS_Tmp_18_21_Nut0.35,L,2,18-21,0.35,CDLS,var,CDLS_Tmp_18_21_Nut0.35_2
58,∂L/∂C,0.7099798771629132,CDLS_Tmp_18_21_Nut0.35,L,2,18-21,0.35,CDLS,var,CDLS_Tmp_18_21_Nut0.35_2
0,∂L/∂C,0.6596334811012672,CDLS_Tmp_18_21_Nut0.35,L,2,18-21,0.35,CDLS,var,CDLS_Tmp_18_21_Nut0.35_2
1,∂L/∂C,NA,CDLS_Tmp_18_21_Nut0.35,L,3,18-21,0.35,CDLS,var,CDLS_Tmp_18_21_Nut0.35_3
3.28,∂L/∂C,0.7834823329116707,CDLS_Tmp_18_21_Nut0.35,L,3,18-21,0.35,CDLS,var,CDLS_Tmp_18_21_Nut0.35_3
5.56,∂L/∂C,-0.46110937212721614,CDLS_Tmp_18_21_Nut0.35,L,3,18-21,0.35,CDLS,var,CDLS_Tmp_18_21_Nut0.35_3
7.84,∂L/∂C,0.36180962057110105,CDLS_Tmp_18_21_Nut0.35,L,3,18-21,0.35,CDLS,var,CDLS_Tmp_18_21_Nut0.35_3
10.12,∂L/∂C,0.6842161520010952,CDLS_Tmp_18_21_Nut0.35,L,3,18-21,0.35,CDLS,var,CDLS_Tmp_18_21_Nut0.35_3
12.4,∂L/∂C,0.6168824576819214,CDLS_Tmp_18_21_Nut0.35,L,3,18-21,0.35,CDLS,var,CDLS_Tmp_18_21_Nut0.35_3
14.68,∂L/∂C,0.7234548367319118,CDLS_Tmp_18_21_Nut0.35,L,3,18-21,0.35,CDLS,var,CDLS_Tmp_18_21_Nut0.35_3
16.96,∂L/∂C,0.5984679839233452,CDLS_Tmp_18_21_Nut0.35,L,3,18-21,0.35,CDLS,var,CDLS_Tmp_18_21_Nut0.35_3
19.24,∂L/∂C,0.5631092942897965,CDLS_Tmp_18_21_Nut0.35,L,3,18-21,0.35,CDLS,var,CDLS_Tmp_18_21_Nut0.35_3
21.52,∂L/∂C,0.561018052102891,CDLS_Tmp_18_21_Nut0.35,L,3,18-21,0.35,CDLS,var,CDLS_Tmp_18_21_Nut0.35_3
23.8,∂L/∂C,0.5786242962954042,CDLS_Tmp_18_21_Nut0.35,L,3,18-21,0.35,CDLS,var,CDLS_Tmp_18_21_Nut0.35_3
26.08,∂L/∂C,0.5899823441309998,CDLS_Tmp_18_21_Nut0.35,L,3,18-21,0.35,CDLS,var,CDLS_Tmp_18_21_Nut0.35_3
28.36,∂L/∂C,0.5925763773683129,CDLS_Tmp_18_21_Nut0.35,L,3,18-21,0.35,CDLS,var,CDLS_Tmp_18_21_Nut0.35_3
30.64,∂L/∂C,0.6033915333101796,CDLS_Tmp_18_21_Nut0.35,L,3,18-21,0.35,CDLS,var,CDLS_Tmp_18_21_Nut0.35_3
32.92,∂L/∂C,0.6525471384974728,CDLS_Tmp_18_21_Nut0.35,L,3,18-21,0.35,CDLS,var,CDLS_Tmp_18_21_Nut0.35_3
35.2,∂L/∂C,0.6580004134090621,CDLS_Tmp_18_21_Nut0.35,L,3,18-21,0.35,CDLS,var,CDLS_Tmp_18_21_Nut0.35_3
37.48,∂L/∂C,0.6727545591135841,CDLS_Tmp_18_21_Nut0.35,L,3,18-21,0.35,CDLS,var,CDLS_Tmp_18_21_Nut0.35_3
39.76,∂L/∂C,0.684220705559525,CDLS_Tmp_18_21_Nut0.35,L,3,18-21,0.35,CDLS,var,CDLS_Tmp_18_21_Nut0.35_3
42.04,∂L/∂C,0.7123993197777759,CDLS_Tmp_18_21_Nut0.35,L,3,18-21,0.35,CDLS,var,CDLS_Tmp_18_21_Nut0.35_3
44.32,∂L/∂C,0.7409218915935336,CDLS_Tmp_18_21_Nut0.35,L,3,18-21,0.35,CDLS,var,CDLS_Tmp_18_21_Nut0.35_3
46.6,∂L/∂C,0.7863097970030607,CDLS_Tmp_18_21_Nut0.35,L,3,18-21,0.35,CDLS,var,CDLS_Tmp_18_21_Nut0.35_3
48.88,∂L/∂C,0.7807794857757366,CDLS_Tmp_18_21_Nut0.35,L,3,18-21,0.35,CDLS,var,CDLS_Tmp_18_21_Nut0.35_3
51.16,∂L/∂C,0.7848225346342174,CDLS_Tmp_18_21_Nut0.35,L,3,18-21,0.35,CDLS,var,CDLS_Tmp_18_21_Nut0.35_3
53.44,∂L/∂C,0.7835061266541348,CDLS_Tmp_18_21_Nut0.35,L,3,18-21,0.35,CDLS,var,CDLS_Tmp_18_21_Nut0.35_3
55.72,∂L/∂C,0.7779474679472514,CDLS_Tmp_18_21_Nut0.35,L,3,18-21,0.35,CDLS,var,CDLS_Tmp_18_21_Nut0.35_3
58,∂L/∂C,0.763157377298077,CDLS_Tmp_18_21_Nut0.35,L,3,18-21,0.35,CDLS,var,CDLS_Tmp_18_21_Nut0.35_3
60.28,∂L/∂C,0.7403155514990492,CDLS_Tmp_18_21_Nut0.35,L,3,18-21,0.35,CDLS,var,CDLS_Tmp_18_21_Nut0.35_3
1,∂C/∂L,NA,CDLS_Tmp_18_21_Nut0.75,C,1,18-21,0.75,CDLS,var,CDLS_Tmp_18_21_Nut0.75_1
3.28,∂C/∂L,1.2487772442723906,CDLS_Tmp_18_21_Nut0.75,C,1,18-21,0.75,CDLS,var,CDLS_Tmp_18_21_Nut0.75_1
5.56,∂C/∂L,0.3053084311777532,CDLS_Tmp_18_21_Nut0.75,C,1,18-21,0.75,CDLS,var,CDLS_Tmp_18_21_Nut0.75_1
7.84,∂C/∂L,0.4367354721177424,CDLS_Tmp_18_21_Nut0.75,C,1,18-21,0.75,CDLS,var,CDLS_Tmp_18_21_Nut0.75_1
10.12,∂C/∂L,-0.7179285810654108,CDLS_Tmp_18_21_Nut0.75,C,1,18-21,0.75,CDLS,var,CDLS_Tmp_18_21_Nut0.75_1
12.4,∂C/∂L,0.14294900499732827,CDLS_Tmp_18_21_Nut0.75,C,1,18-21,0.75,CDLS,var,CDLS_Tmp_18_21_Nut0.75_1
14.68,∂C/∂L,0.913491826658449,CDLS_Tmp_18_21_Nut0.75,C,1,18-21,0.75,CDLS,var,CDLS_Tmp_18_21_Nut0.75_1
16.96,∂C/∂L,0.347575603288761,CDLS_Tmp_18_21_Nut0.75,C,1,18-21,0.75,CDLS,var,CDLS_Tmp_18_21_Nut0.75_1
19.24,∂C/∂L,5.819143328474828,CDLS_Tmp_18_21_Nut0.75,C,1,18-21,0.75,CDLS,var,CDLS_Tmp_18_21_Nut0.75_1
21.52,∂C/∂L,0.8025720073752469,CDLS_Tmp_18_21_Nut0.75,C,1,18-21,0.75,CDLS,var,CDLS_Tmp_18_21_Nut0.75_1
23.8,∂C/∂L,0.0859373867673652,CDLS_Tmp_18_21_Nut0.75,C,1,18-21,0.75,CDLS,var,CDLS_Tmp_18_21_Nut0.75_1
26.08,∂C/∂L,2.053588947808696,CDLS_Tmp_18_21_Nut0.75,C,1,18-21,0.75,CDLS,var,CDLS_Tmp_18_21_Nut0.75_1
28.36,∂C/∂L,0.4346447010615892,CDLS_Tmp_18_21_Nut0.75,C,1,18-21,0.75,CDLS,var,CDLS_Tmp_18_21_Nut0.75_1
30.64,∂C/∂L,1.7643339732376582,CDLS_Tmp_18_21_Nut0.75,C,1,18-21,0.75,CDLS,var,CDLS_Tmp_18_21_Nut0.75_1
32.92,∂C/∂L,0.8723535705495054,CDLS_Tmp_18_21_Nut0.75,C,1,18-21,0.75,CDLS,var,CDLS_Tmp_18_21_Nut0.75_1
35.2,∂C/∂L,1.3876289417639882,CDLS_Tmp_18_21_Nut0.75,C,1,18-21,0.75,CDLS,var,CDLS_Tmp_18_21_Nut0.75_1
37.48,∂C/∂L,0.5894972200714959,CDLS_Tmp_18_21_Nut0.75,C,1,18-21,0.75,CDLS,var,CDLS_Tmp_18_21_Nut0.75_1
39.76,∂C/∂L,2.7541062208124947,CDLS_Tmp_18_21_Nut0.75,C,1,18-21,0.75,CDLS,var,CDLS_Tmp_18_21_Nut0.75_1
42.04,∂C/∂L,1.1549967782739237,CDLS_Tmp_18_21_Nut0.75,C,1,18-21,0.75,CDLS,var,CDLS_Tmp_18_21_Nut0.75_1
44.32,∂C/∂L,1.3243809329539666,CDLS_Tmp_18_21_Nut0.75,C,1,18-21,0.75,CDLS,var,CDLS_Tmp_18_21_Nut0.75_1
46.6,∂C/∂L,2.069660317353631,CDLS_Tmp_18_21_Nut0.75,C,1,18-21,0.75,CDLS,var,CDLS_Tmp_18_21_Nut0.75_1
48.88,∂C/∂L,0.8063185392726341,CDLS_Tmp_18_21_Nut0.75,C,1,18-21,0.75,CDLS,var,CDLS_Tmp_18_21_Nut0.75_1
51.16,∂C/∂L,0.8454468563594918,CDLS_Tmp_18_21_Nut0.75,C,1,18-21,0.75,CDLS,var,CDLS_Tmp_18_21_Nut0.75_1
53.44,∂C/∂L,0.3729934613755833,CDLS_Tmp_18_21_Nut0.75,C,1,18-21,0.75,CDLS,var,CDLS_Tmp_18_21_Nut0.75_1
55.72,∂C/∂L,0.6741533600930842,CDLS_Tmp_18_21_Nut0.75,C,1,18-21,0.75,CDLS,var,CDLS_Tmp_18_21_Nut0.75_1
58,∂C/∂L,0.8790257207985144,CDLS_Tmp_18_21_Nut0.75,C,1,18-21,0.75,CDLS,var,CDLS_Tmp_18_21_Nut0.75_1
0,∂C/∂L,1.9579007260221202,CDLS_Tmp_18_21_Nut0.75,C,1,18-21,0.75,CDLS,var,CDLS_Tmp_18_21_Nut0.75_1
1,∂C/∂L,NA,CDLS_Tmp_18_21_Nut0.75,C,2,18-21,0.75,CDLS,var,CDLS_Tmp_18_21_Nut0.75_2
3.28,∂C/∂L,0.40948837339556804,CDLS_Tmp_18_21_Nut0.75,C,2,18-21,0.75,CDLS,var,CDLS_Tmp_18_21_Nut0.75_2
5.56,∂C/∂L,2.2740703983677624,CDLS_Tmp_18_21_Nut0.75,C,2,18-21,0.75,CDLS,var,CDLS_Tmp_18_21_Nut0.75_2
7.84,∂C/∂L,0.5139240440653711,CDLS_Tmp_18_21_Nut0.75,C,2,18-21,0.75,CDLS,var,CDLS_Tmp_18_21_Nut0.75_2
10.12,∂C/∂L,-0.495974173179133,CDLS_Tmp_18_21_Nut0.75,C,2,18-21,0.75,CDLS,var,CDLS_Tmp_18_21_Nut0.75_2
12.4,∂C/∂L,-1.4079893352125954,CDLS_Tmp_18_21_Nut0.75,C,2,18-21,0.75,CDLS,var,CDLS_Tmp_18_21_Nut0.75_2
14.68,∂C/∂L,4.342477808889098,CDLS_Tmp_18_21_Nut0.75,C,2,18-21,0.75,CDLS,var,CDLS_Tmp_18_21_Nut0.75_2
16.96,∂C/∂L,0.8844122334836159,CDLS_Tmp_18_21_Nut0.75,C,2,18-21,0.75,CDLS,var,CDLS_Tmp_18_21_Nut0.75_2
19.24,∂C/∂L,7.626359964310519,CDLS_Tmp_18_21_Nut0.75,C,2,18-21,0.75,CDLS,var,CDLS_Tmp_18_21_Nut0.75_2
21.52,∂C/∂L,0.38654765091100995,CDLS_Tmp_18_21_Nut0.75,C,2,18-21,0.75,CDLS,var,CDLS_Tmp_18_21_Nut0.75_2
23.8,∂C/∂L,-0.3912787503752043,CDLS_Tmp_18_21_Nut0.75,C,2,18-21,0.75,CDLS,var,CDLS_Tmp_18_21_Nut0.75_2
26.08,∂C/∂L,4.2035577166763405,CDLS_Tmp_18_21_Nut0.75,C,2,18-21,0.75,CDLS,var,CDLS_Tmp_18_21_Nut0.75_2
28.36,∂C/∂L,0.8702103730919059,CDLS_Tmp_18_21_Nut0.75,C,2,18-21,0.75,CDLS,var,CDLS_Tmp_18_21_Nut0.75_2
30.64,∂C/∂L,0.38723750004397467,CDLS_Tmp_18_21_Nut0.75,C,2,18-21,0.75,CDLS,var,CDLS_Tmp_18_21_Nut0.75_2
32.92,∂C/∂L,0.7288464422376892,CDLS_Tmp_18_21_Nut0.75,C,2,18-21,0.75,CDLS,var,CDLS_Tmp_18_21_Nut0.75_2
35.2,∂C/∂L,1.6452648381645405,CDLS_Tmp_18_21_Nut0.75,C,2,18-21,0.75,CDLS,var,CDLS_Tmp_18_21_Nut0.75_2
37.48,∂C/∂L,0.44915352868912567,CDLS_Tmp_18_21_Nut0.75,C,2,18-21,0.75,CDLS,var,CDLS_Tmp_18_21_Nut0.75_2
39.76,∂C/∂L,3.8906126923674806,CDLS_Tmp_18_21_Nut0.75,C,2,18-21,0.75,CDLS,var,CDLS_Tmp_18_21_Nut0.75_2
42.04,∂C/∂L,2.2007408648027624,CDLS_Tmp_18_21_Nut0.75,C,2,18-21,0.75,CDLS,var,CDLS_Tmp_18_21_Nut0.75_2
44.32,∂C/∂L,1.1454943834733742,CDLS_Tmp_18_21_Nut0.75,C,2,18-21,0.75,CDLS,var,CDLS_Tmp_18_21_Nut0.75_2
46.6,∂C/∂L,2.1356839877925475,CDLS_Tmp_18_21_Nut0.75,C,2,18-21,0.75,CDLS,var,CDLS_Tmp_18_21_Nut0.75_2
48.88,∂C/∂L,-0.7836296790693793,CDLS_Tmp_18_21_Nut0.75,C,2,18-21,0.75,CDLS,var,CDLS_Tmp_18_21_Nut0.75_2
51.16,∂C/∂L,1.270388300805903,CDLS_Tmp_18_21_Nut0.75,C,2,18-21,0.75,CDLS,var,CDLS_Tmp_18_21_Nut0.75_2
53.44,∂C/∂L,-0.4294509590619261,CDLS_Tmp_18_21_Nut0.75,C,2,18-21,0.75,CDLS,var,CDLS_Tmp_18_21_Nut0.75_2
55.72,∂C/∂L,0.32327908562667396,CDLS_Tmp_18_21_Nut0.75,C,2,18-21,0.75,CDLS,var,CDLS_Tmp_18_21_Nut0.75_2
58,∂C/∂L,0.7433138182170147,CDLS_Tmp_18_21_Nut0.75,C,2,18-21,0.75,CDLS,var,CDLS_Tmp_18_21_Nut0.75_2
0,∂C/∂L,1.7422224297597222,CDLS_Tmp_18_21_Nut0.75,C,2,18-21,0.75,CDLS,var,CDLS_Tmp_18_21_Nut0.75_2
1,∂C/∂L,NA,CDLS_Tmp_18_21_Nut0.75,C,3,18-21,0.75,CDLS,var,CDLS_Tmp_18_21_Nut0.75_3
3.28,∂C/∂L,0.6844423163192528,CDLS_Tmp_18_21_Nut0.75,C,3,18-21,0.75,CDLS,var,CDLS_Tmp_18_21_Nut0.75_3
5.56,∂C/∂L,0.7052179844457226,CDLS_Tmp_18_21_Nut0.75,C,3,18-21,0.75,CDLS,var,CDLS_Tmp_18_21_Nut0.75_3
7.84,∂C/∂L,0.7189956109323659,CDLS_Tmp_18_21_Nut0.75,C,3,18-21,0.75,CDLS,var,CDLS_Tmp_18_21_Nut0.75_3
10.12,∂C/∂L,0.7547534586558468,CDLS_Tmp_18_21_Nut0.75,C,3,18-21,0.75,CDLS,var,CDLS_Tmp_18_21_Nut0.75_3
12.4,∂C/∂L,0.6992281515442972,CDLS_Tmp_18_21_Nut0.75,C,3,18-21,0.75,CDLS,var,CDLS_Tmp_18_21_Nut0.75_3
14.68,∂C/∂L,0.6785888151973523,CDLS_Tmp_18_21_Nut0.75,C,3,18-21,0.75,CDLS,var,CDLS_Tmp_18_21_Nut0.75_3
16.96,∂C/∂L,0.6956159028546443,CDLS_Tmp_18_21_Nut0.75,C,3,18-21,0.75,CDLS,var,CDLS_Tmp_18_21_Nut0.75_3
19.24,∂C/∂L,0.6876851174208801,CDLS_Tmp_18_21_Nut0.75,C,3,18-21,0.75,CDLS,var,CDLS_Tmp_18_21_Nut0.75_3
21.52,∂C/∂L,0.7003589902350601,CDLS_Tmp_18_21_Nut0.75,C,3,18-21,0.75,CDLS,var,CDLS_Tmp_18_21_Nut0.75_3
23.8,∂C/∂L,0.7004194317470123,CDLS_Tmp_18_21_Nut0.75,C,3,18-21,0.75,CDLS,var,CDLS_Tmp_18_21_Nut0.75_3
26.08,∂C/∂L,0.7020356414285904,CDLS_Tmp_18_21_Nut0.75,C,3,18-21,0.75,CDLS,var,CDLS_Tmp_18_21_Nut0.75_3
28.36,∂C/∂L,0.7016514893169932,CDLS_Tmp_18_21_Nut0.75,C,3,18-21,0.75,CDLS,var,CDLS_Tmp_18_21_Nut0.75_3
30.64,∂C/∂L,0.7017352534381853,CDLS_Tmp_18_21_Nut0.75,C,3,18-21,0.75,CDLS,var,CDLS_Tmp_18_21_Nut0.75_3
32.92,∂C/∂L,0.7021900859979109,CDLS_Tmp_18_21_Nut0.75,C,3,18-21,0.75,CDLS,var,CDLS_Tmp_18_21_Nut0.75_3
35.2,∂C/∂L,0.7027158896010787,CDLS_Tmp_18_21_Nut0.75,C,3,18-21,0.75,CDLS,var,CDLS_Tmp_18_21_Nut0.75_3
37.48,∂C/∂L,0.7025912749114984,CDLS_Tmp_18_21_Nut0.75,C,3,18-21,0.75,CDLS,var,CDLS_Tmp_18_21_Nut0.75_3
39.76,∂C/∂L,0.7027142469639441,CDLS_Tmp_18_21_Nut0.75,C,3,18-21,0.75,CDLS,var,CDLS_Tmp_18_21_Nut0.75_3
42.04,∂C/∂L,0.7025743598225347,CDLS_Tmp_18_21_Nut0.75,C,3,18-21,0.75,CDLS,var,CDLS_Tmp_18_21_Nut0.75_3
44.32,∂C/∂L,0.702387616752246,CDLS_Tmp_18_21_Nut0.75,C,3,18-21,0.75,CDLS,var,CDLS_Tmp_18_21_Nut0.75_3
46.6,∂C/∂L,0.7026847971765839,CDLS_Tmp_18_21_Nut0.75,C,3,18-21,0.75,CDLS,var,CDLS_Tmp_18_21_Nut0.75_3
48.88,∂C/∂L,0.7021665150441142,CDLS_Tmp_18_21_Nut0.75,C,3,18-21,0.75,CDLS,var,CDLS_Tmp_18_21_Nut0.75_3
51.16,∂C/∂L,0.7012035512927806,CDLS_Tmp_18_21_Nut0.75,C,3,18-21,0.75,CDLS,var,CDLS_Tmp_18_21_Nut0.75_3
53.44,∂C/∂L,0.7012912884291098,CDLS_Tmp_18_21_Nut0.75,C,3,18-21,0.75,CDLS,var,CDLS_Tmp_18_21_Nut0.75_3
55.72,∂C/∂L,0.7010946899076611,CDLS_Tmp_18_21_Nut0.75,C,3,18-21,0.75,CDLS,var,CDLS_Tmp_18_21_Nut0.75_3
58,∂C/∂L,0.6990601614994629,CDLS_Tmp_18_21_Nut0.75,C,3,18-21,0.75,CDLS,var,CDLS_Tmp_18_21_Nut0.75_3
60.28,∂C/∂L,0.7026417140972449,CDLS_Tmp_18_21_Nut0.75,C,3,18-21,0.75,CDLS,var,CDLS_Tmp_18_21_Nut0.75_3
1,∂D/∂L,NA,CDLS_Tmp_18_21_Nut0.75,D,1,18-21,0.75,CDLS,var,CDLS_Tmp_18_21_Nut0.75_1
3.28,∂D/∂L,-0.31493863939099387,CDLS_Tmp_18_21_Nut0.75,D,1,18-21,0.75,CDLS,var,CDLS_Tmp_18_21_Nut0.75_1
5.56,∂D/∂L,-0.6490679254423115,CDLS_Tmp_18_21_Nut0.75,D,1,18-21,0.75,CDLS,var,CDLS_Tmp_18_21_Nut0.75_1
7.84,∂D/∂L,-0.5501053061404945,CDLS_Tmp_18_21_Nut0.75,D,1,18-21,0.75,CDLS,var,CDLS_Tmp_18_21_Nut0.75_1
10.12,∂D/∂L,-0.825394295885809,CDLS_Tmp_18_21_Nut0.75,D,1,18-21,0.75,CDLS,var,CDLS_Tmp_18_21_Nut0.75_1
12.4,∂D/∂L,0.6617907665748058,CDLS_Tmp_18_21_Nut0.75,D,1,18-21,0.75,CDLS,var,CDLS_Tmp_18_21_Nut0.75_1
14.68,∂D/∂L,0.7168659467542081,CDLS_Tmp_18_21_Nut0.75,D,1,18-21,0.75,CDLS,var,CDLS_Tmp_18_21_Nut0.75_1
16.96,∂D/∂L,1.6918854321674113,CDLS_Tmp_18_21_Nut0.75,D,1,18-21,0.75,CDLS,var,CDLS_Tmp_18_21_Nut0.75_1
19.24,∂D/∂L,-1.1215638945707898,CDLS_Tmp_18_21_Nut0.75,D,1,18-21,0.75,CDLS,var,CDLS_Tmp_18_21_Nut0.75_1
21.52,∂D/∂L,3.4944090718670773,CDLS_Tmp_18_21_Nut0.75,D,1,18-21,0.75,CDLS,var,CDLS_Tmp_18_21_Nut0.75_1
23.8,∂D/∂L,0.2808392046236288,CDLS_Tmp_18_21_Nut0.75,D,1,18-21,0.75,CDLS,var,CDLS_Tmp_18_21_Nut0.75_1
26.08,∂D/∂L,-0.7641565125026222,CDLS_Tmp_18_21_Nut0.75,D,1,18-21,0.75,CDLS,var,CDLS_Tmp_18_21_Nut0.75_1
28.36,∂D/∂L,-2.1604105164999257,CDLS_Tmp_18_21_Nut0.75,D,1,18-21,0.75,CDLS,var,CDLS_Tmp_18_21_Nut0.75_1
30.64,∂D/∂L,-0.072728992307861,CDLS_Tmp_18_21_Nut0.75,D,1,18-21,0.75,CDLS,var,CDLS_Tmp_18_21_Nut0.75_1
32.92,∂D/∂L,-1.3787519469499463,CDLS_Tmp_18_21_Nut0.75,D,1,18-21,0.75,CDLS,var,CDLS_Tmp_18_21_Nut0.75_1
35.2,∂D/∂L,-1.2674142991910062,CDLS_Tmp_18_21_Nut0.75,D,1,18-21,0.75,CDLS,var,CDLS_Tmp_18_21_Nut0.75_1
37.48,∂D/∂L,0.05315958556026832,CDLS_Tmp_18_21_Nut0.75,D,1,18-21,0.75,CDLS,var,CDLS_Tmp_18_21_Nut0.75_1
39.76,∂D/∂L,0.0801963251537671,CDLS_Tmp_18_21_Nut0.75,D,1,18-21,0.75,CDLS,var,CDLS_Tmp_18_21_Nut0.75_1
42.04,∂D/∂L,0.25458550089496546,CDLS_Tmp_18_21_Nut0.75,D,1,18-21,0.75,CDLS,var,CDLS_Tmp_18_21_Nut0.75_1
44.32,∂D/∂L,0.20749394726660814,CDLS_Tmp_18_21_Nut0.75,D,1,18-21,0.75,CDLS,var,CDLS_Tmp_18_21_Nut0.75_1
46.6,∂D/∂L,0.266054487940928,CDLS_Tmp_18_21_Nut0.75,D,1,18-21,0.75,CDLS,var,CDLS_Tmp_18_21_Nut0.75_1
48.88,∂D/∂L,0.20628305302690436,CDLS_Tmp_18_21_Nut0.75,D,1,18-21,0.75,CDLS,var,CDLS_Tmp_18_21_Nut0.75_1
51.16,∂D/∂L,0.07167195932331391,CDLS_Tmp_18_21_Nut0.75,D,1,18-21,0.75,CDLS,var,CDLS_Tmp_18_21_Nut0.75_1
53.44,∂D/∂L,-0.050255859901426836,CDLS_Tmp_18_21_Nut0.75,D,1,18-21,0.75,CDLS,var,CDLS_Tmp_18_21_Nut0.75_1
55.72,∂D/∂L,-0.1834797382629078,CDLS_Tmp_18_21_Nut0.75,D,1,18-21,0.75,CDLS,var,CDLS_Tmp_18_21_Nut0.75_1
58,∂D/∂L,-0.3657670738778895,CDLS_Tmp_18_21_Nut0.75,D,1,18-21,0.75,CDLS,var,CDLS_Tmp_18_21_Nut0.75_1
0,∂D/∂L,-0.5743340043674717,CDLS_Tmp_18_21_Nut0.75,D,1,18-21,0.75,CDLS,var,CDLS_Tmp_18_21_Nut0.75_1
1,∂D/∂L,NA,CDLS_Tmp_18_21_Nut0.75,D,2,18-21,0.75,CDLS,var,CDLS_Tmp_18_21_Nut0.75_2
3.28,∂D/∂L,-0.20641931989213277,CDLS_Tmp_18_21_Nut0.75,D,2,18-21,0.75,CDLS,var,CDLS_Tmp_18_21_Nut0.75_2
5.56,∂D/∂L,-0.1138179474046831,CDLS_Tmp_18_21_Nut0.75,D,2,18-21,0.75,CDLS,var,CDLS_Tmp_18_21_Nut0.75_2
7.84,∂D/∂L,-0.16186232655073965,CDLS_Tmp_18_21_Nut0.75,D,2,18-21,0.75,CDLS,var,CDLS_Tmp_18_21_Nut0.75_2
10.12,∂D/∂L,-0.11714112517866239,CDLS_Tmp_18_21_Nut0.75,D,2,18-21,0.75,CDLS,var,CDLS_Tmp_18_21_Nut0.75_2
12.4,∂D/∂L,-0.31922714645151434,CDLS_Tmp_18_21_Nut0.75,D,2,18-21,0.75,CDLS,var,CDLS_Tmp_18_21_Nut0.75_2
14.68,∂D/∂L,-0.5868539495529231,CDLS_Tmp_18_21_Nut0.75,D,2,18-21,0.75,CDLS,var,CDLS_Tmp_18_21_Nut0.75_2
16.96,∂D/∂L,-0.015492894907309167,CDLS_Tmp_18_21_Nut0.75,D,2,18-21,0.75,CDLS,var,CDLS_Tmp_18_21_Nut0.75_2
19.24,∂D/∂L,-0.39839071339288157,CDLS_Tmp_18_21_Nut0.75,D,2,18-21,0.75,CDLS,var,CDLS_Tmp_18_21_Nut0.75_2
21.52,∂D/∂L,-0.7293195907475293,CDLS_Tmp_18_21_Nut0.75,D,2,18-21,0.75,CDLS,var,CDLS_Tmp_18_21_Nut0.75_2
23.8,∂D/∂L,-0.4083149100823505,CDLS_Tmp_18_21_Nut0.75,D,2,18-21,0.75,CDLS,var,CDLS_Tmp_18_21_Nut0.75_2
26.08,∂D/∂L,-0.7671078365106072,CDLS_Tmp_18_21_Nut0.75,D,2,18-21,0.75,CDLS,var,CDLS_Tmp_18_21_Nut0.75_2
28.36,∂D/∂L,-0.36176586442626507,CDLS_Tmp_18_21_Nut0.75,D,2,18-21,0.75,CDLS,var,CDLS_Tmp_18_21_Nut0.75_2
30.64,∂D/∂L,-0.6197547203569367,CDLS_Tmp_18_21_Nut0.75,D,2,18-21,0.75,CDLS,var,CDLS_Tmp_18_21_Nut0.75_2
32.92,∂D/∂L,-0.42960864629772455,CDLS_Tmp_18_21_Nut0.75,D,2,18-21,0.75,CDLS,var,CDLS_Tmp_18_21_Nut0.75_2
35.2,∂D/∂L,-0.035969334755386384,CDLS_Tmp_18_21_Nut0.75,D,2,18-21,0.75,CDLS,var,CDLS_Tmp_18_21_Nut0.75_2
37.48,∂D/∂L,-0.37001090926713737,CDLS_Tmp_18_21_Nut0.75,D,2,18-21,0.75,CDLS,var,CDLS_Tmp_18_21_Nut0.75_2
39.76,∂D/∂L,-0.2760842413960915,CDLS_Tmp_18_21_Nut0.75,D,2,18-21,0.75,CDLS,var,CDLS_Tmp_18_21_Nut0.75_2
42.04,∂D/∂L,-0.19402854597462244,CDLS_Tmp_18_21_Nut0.75,D,2,18-21,0.75,CDLS,var,CDLS_Tmp_18_21_Nut0.75_2
44.32,∂D/∂L,-0.10245644548041115,CDLS_Tmp_18_21_Nut0.75,D,2,18-21,0.75,CDLS,var,CDLS_Tmp_18_21_Nut0.75_2
46.6,∂D/∂L,-0.05908260746951983,CDLS_Tmp_18_21_Nut0.75,D,2,18-21,0.75,CDLS,var,CDLS_Tmp_18_21_Nut0.75_2
48.88,∂D/∂L,-0.06077903971368714,CDLS_Tmp_18_21_Nut0.75,D,2,18-21,0.75,CDLS,var,CDLS_Tmp_18_21_Nut0.75_2
51.16,∂D/∂L,-0.06214248294390506,CDLS_Tmp_18_21_Nut0.75,D,2,18-21,0.75,CDLS,var,CDLS_Tmp_18_21_Nut0.75_2
53.44,∂D/∂L,-0.09716689722701266,CDLS_Tmp_18_21_Nut0.75,D,2,18-21,0.75,CDLS,var,CDLS_Tmp_18_21_Nut0.75_2
55.72,∂D/∂L,-0.17032838045106405,CDLS_Tmp_18_21_Nut0.75,D,2,18-21,0.75,CDLS,var,CDLS_Tmp_18_21_Nut0.75_2
58,∂D/∂L,-0.24653656896301424,CDLS_Tmp_18_21_Nut0.75,D,2,18-21,0.75,CDLS,var,CDLS_Tmp_18_21_Nut0.75_2
0,∂D/∂L,-0.3576496997658454,CDLS_Tmp_18_21_Nut0.75,D,2,18-21,0.75,CDLS,var,CDLS_Tmp_18_21_Nut0.75_2
1,∂D/∂L,NA,CDLS_Tmp_18_21_Nut0.75,D,3,18-21,0.75,CDLS,var,CDLS_Tmp_18_21_Nut0.75_3
